node_id,latitude,longitude,junction_type,source
54398901,6.0557577,80.1811582,AA-Other,AA
1781355217,6.0633475,80.1755003,AA-Other,AA
7095171150,6.0382718,80.2056368,AA-Other,AA
59947552,6.0321579,80.239635,AA-AA,AA
6492867596,6.0377672,80.2493675,AA-Other,AA
309913698,6.030876,80.2407539,AA-Other,AA
60654455,5.9605613,80.4563066,AA-Other,AA
1231879141,5.9410814,80.4943508,AA-Other,AA
1675705732,5.9627579,80.4562779,AA-Other,AA
60797056,6.8624205,79.863849,AA-Other,AA
60797372,6.8611475,79.8641282,AA-Other,AA
1249801968,6.8530698,79.8658205,AA-Other,AA
60797439,6.8475213,79.866065,AA-Other,AA
10603977997,6.8305117,79.8678375,AA-Other,AA
60797607,6.6083532,79.9526173,AA-Other,AA
60797926,6.0715551,80.1631009,AA-Other,AA
3090456359,6.1107077,80.1251481,AA-Other,AA
60798009,6.8128144,79.8807742,AA-Other,AA
7085495071,6.8194855,79.8736163,AA-Other,AA
61802472,6.9438059,79.8781777,AA-Other,AA
1431441533,6.9495233,79.8784568,AA-Other,AA
61802550,6.950346,79.878467,AA-Other,AA
253022456,6.9506406,79.8786058,AA-Other,AA
77368738,6.0326546,80.2168312,AA-Other,AA
3379676395,6.0325573,80.2172007,AA-Other,AA
77379011,6.0329056,80.796545,AA-Other,AA
1340667695,6.0971079,80.8759406,AA-Other,AA
3960868163,6.0327465,80.7964605,AA-Other,AA
77379074,6.0286701,80.7948907,AA-Other,AA
3960797189,6.0285372,80.794853,AA-Other,AA
77381284,6.8302512,80.9885986,AA-Other,AA
4365280299,6.8304614,80.9887451,AA-Other,AA
2026106458,6.8293016,80.9875652,AA-Other,AA
2035811429,6.9719208,80.7667079,AA-Other,AA
77684317,6.9598727,80.7709464,AA-Other,AA
3390636008,6.959213,80.7719886,AA-Other,AA
3390634865,6.9607347,80.7692619,AA-AA,AA
77844809,6.8297352,80.9933306,AA-Other,AA
91030247,6.931298,79.8423099,AA-Other,AA
7153699537,6.9295434,79.8427535,AA-Other,AA
98554099,6.0357139,80.3890672,AA-Other,AA
98554144,6.0424667,80.4100691,AA-Other,AA
252541774,6.0349703,80.3156374,AA-Other,AA
98554769,6.0902964,80.476194,AA-AA,AA
2164965693,6.0911269,80.4765241,AA-Other,AA
1231840453,6.0243099,80.4956568,AA-Other,AA
102737773,6.0219749,80.7961853,AA-Other,AA
102737884,6.0222947,80.7958591,AA-Other,AA
3256396052,6.0216578,80.79635,AA-Other,AA
102737846,6.0227118,80.7955966,AA-Other,AA
3592218007,6.0256178,80.7942731,AA-Other,AA
127658294,6.911448,79.8709444,AA-Other,AA
248608270,6.9116,79.8671497,AA-Other,AA
4798976659,6.9113141,79.8762725,AA-Other,AA
127658312,6.8904392,79.8565364,AA-Other,AA
