junction_id,latitude,longitude,reachable_nodes,average_distance,maximum_distance
912275456,6.227029,81.334127,4117,215794.79,527461.82
1639029741,6.275181,81.291165,4117,206311.64,517894.26
610968963,6.285315,81.278092,4117,204988.13,518248.57
3283385138,6.284661,81.266784,4117,204373.49,519517.42
3276158654,6.285362,81.278519,4117,205011.18,518200.74
3276158651,6.2852,81.278387,4117,205007.66,518223.89
2093610245,8.005875,80.301503,4117,166879.4,319778.39
615737957,8.341059,80.380274,4117,191035.69,359550.36
4099888815,8.344635,80.391659,4117,189713.26,358144.06
1401456469,8.327786,80.361388,4117,190201.61,357171.17
1410578037,8.359071,80.372398,4117,193287.64,361893.13
617190011,6.896612,79.959411,4117,120614.94,393532.11
4755847830,6.893486,79.937625,4117,121777.55,391586.57
971827647,6.90366,79.955225,4117,120330.78,392623.78
3540609796,6.890922,79.964581,4117,120708.27,394383.08
617799602,7.328438,80.023878,4117,127429.1,356138.46
8771443557,7.328413,80.024101,4117,127424.33,356117.32
1261568522,7.321866,79.977256,4117,127294.36,352803.75
617810744,7.281259,80.055351,4117,121778.13,364364.31
6509381798,7.224845,80.019516,4117,119961.84,363982.34
3167605964,7.284373,80.065795,4117,121569.46,363130.61
617810971,7.330012,80.122654,4117,121517.4,354272.27
4600910031,7.339447,80.131258,4117,121746.75,352816.42
2562843827,7.32465,80.123399,4117,121422.85,354967.28
8771443550,7.328226,80.024468,4117,127421.82,356125.79
639129515,7.230737,79.909793,4117,125094.76,351739.82
617816305,7.298005,79.882388,4117,129698.47,341133.67
3432403070,7.29752,79.882214,4117,129648.81,341190.6
3660680255,7.309856,79.890278,4117,131115.34,339538.84
1723172809,7.112257,80.136276,4117,116447.86,380908.26
617823362,7.247451,80.127532,4117,118720.22,364511.47
617823428,7.3135,80.109594,4117,121514.53,357029.63
617823366,7.247458,80.129454,4117,118531.88,364297.04
1662220531,7.246317,80.119476,4117,119499.65,365413.82
1235783744,7.253494,80.172475,4117,120213.21,366335.82
1235697661,7.119769,80.116702,4117,117203.48,382350.09
3340955133,6.907989,79.895747,4117,121357.94,386001.91
618609526,7.49781,80.438148,4117,132333.96,330807.68
5644584039,7.549453,80.491042,4117,137733.35,321539.98
6514093426,6.884117,79.901946,4117,122472.64,389476.99
11959629970,6.876256,79.900738,4117,122742.2,390341.29
619742402,6.933329,79.989959,4117,119538.39,390047.97
619742791,6.888113,79.994935,4117,122027.55,398199.37
2712362971,6.877155,79.98999,4117,121814.5,397821.06
2710652547,6.868527,80.0014,4117,121929.06,399403.05
619742785,6.887332,79.994072,4117,122022.74,398331.45
2712362969,6.877421,79.990066,4117,121816.1,397826.81
8567390725,6.88795,79.994357,4117,122033.51,398272.93
8567390721,6.887909,79.994616,4117,122025.99,398241.29
619880027,6.865652,80.013501,4117,121803.06,400912.82
5366204163,6.842067,80.0917,4117,121497.46,409841.25
619906809,7.03079,80.028842,4117,118225.03,381606.63
6545679857,7.033568,80.091889,4117,119485.79,389170.28
2021648880,6.994514,80.015268,4117,118934.03,386054.98
658424634,7.033618,80.027148,4117,118179.52,381238.06
8951049861,6.848187,79.925874,4117,123419.17,394320.06
2507107528,7.082709,79.868474,4117,123117.58,365293.71
621126052,6.969434,79.954353,4117,121222.02,382781.78
5773844872,6.969604,79.954284,4117,121212.06,382761.38
3491079315,6.968943,79.954892,4117,121281.69,382863.29
621188379,6.907741,79.930392,4117,121106.5,389652.63
5237448596,6.907884,79.930004,4117,121113.43,389606.99
2972494700,6.908424,79.944546,4117,120815.19,391258.9
1737150787,6.832253,79.885589,4117,124868.44,394473.94
622288497,6.876756,79.928136,4117,122333.64,391734.16
10259347399,6.876724,79.928216,4117,122331.84,391743.69
