node_id,latitude,longitude,street_count,n_b_roads,b_roads,junction_type,is_b_b_junction,is_b_any_junction
3301611007,6.923084,79.913309,3,1,B231,B-Other,False,True
3390658487,6.949311,80.773767,3,1,B512,B-Other,False,True
255179552,6.867539,79.910088,2,2,B291;B530,B-B,True,False
11959575861,6.874931,79.901602,3,1,B291,B-Other,False,True
2499283524,6.9721,79.885869,3,1,B634,B-Other,False,True
3081634087,6.029667,80.24186,4,1,B594,B-Other,False,True
2081130926,6.705612,80.555785,2,2,B391;B477,B-B,True,False
4817240135,6.907973,79.929334,2,2,B240;B644,B-B,True,False
3354710539,6.902286,79.919711,3,2,B240;B47,B-B,True,True
5248342416,7.488774,80.362086,4,1,B247,B-Other,False,True
5248343437,7.488733,80.362015,4,1,B247,B-Other,False,True
4140985775,8.030448,79.828463,3,1,B379,B-Other,False,True
1186240418,6.891673,80.598409,3,1,B149,B-Other,False,True
1661735220,6.891584,79.922479,3,1,B533,B-Other,False,True
5276999774,6.893472,79.93529,3,1,B645,B-Other,False,True
2078753475,6.160725,80.584277,3,2,B415;B98,B-B,True,True
5159312518,7.321888,80.392022,3,1,B384,B-Other,False,True
3189672680,7.323172,80.389518,4,1,B384,B-Other,False,True
4019531402,6.800999,79.934714,3,1,B267,B-Other,False,True
5968393656,6.801317,79.93496,2,2,B267;B639,B-B,True,False
5968393657,6.801285,79.935018,3,2,B267;B639,B-B,True,True
5968395016,6.805435,79.926274,2,2,B367;B639,B-B,True,False
5344838936,6.805395,79.926333,2,2,B367;B639,B-B,True,False
5352135771,6.950323,79.917307,3,1,B214,B-Other,False,True
129607365,6.842143,80.09171,3,1,B123,B-Other,False,True
4860202575,6.848275,79.897781,3,2,B134;B84,B-B,True,True
403899801,6.982958,79.875263,3,1,B459,B-Other,False,True
6719733717,6.902066,79.919635,3,1,B47,B-Other,False,True
3502162896,6.895188,79.924075,3,1,B47,B-Other,False,True
4884114552,8.089937,80.637861,3,1,B133,B-Other,False,True
5007247077,6.922693,79.913209,3,1,B469,B-Other,False,True
1912538674,6.922612,79.91366,3,1,B231,B-Other,False,True
5488683288,6.909703,79.895863,3,1,B62,B-Other,False,True
662848124,6.909376,79.896134,4,1,B62,B-Other,False,True
3591964802,7.252078,80.435347,3,1,B583,B-Other,False,True
3289575296,6.90347,79.911135,3,1,B240,B-Other,False,True
4790019632,7.07334,80.0162,4,1,B288,B-Other,False,True
4790019634,7.07327,80.016123,4,1,B288,B-Other,False,True
5559025440,7.00445,79.954172,3,1,B58,B-Other,False,True
5559025441,7.004666,79.954151,3,1,B58,B-Other,False,True
5559025442,7.005019,79.954235,3,1,B58,B-Other,False,True
4785724017,7.011035,79.966354,3,1,B641,B-Other,False,True
3600567895,7.004487,79.96339,3,1,B641,B-Other,False,True
3600567908,7.00461,79.963491,3,1,B641,B-Other,False,True
3600585997,7.004678,79.963406,3,1,B641,B-Other,False,True
3600553558,7.002968,79.956458,3,1,B641,B-Other,False,True
4785723989,7.010946,79.966544,3,1,B641,B-Other,False,True
2966142485,7.002786,79.953551,4,1,B58,B-Other,False,True
2966142456,7.001634,79.950909,4,1,B169,B-Other,False,True
5559025503,7.00193,79.951312,4,1,B168,B-Other,False,True
13663348779,7.011092,79.966389,3,1,B641,B-Other,False,True
5373596579,6.848548,79.897682,3,1,B134,B-Other,False,True
3215585621,6.986899,80.444861,3,1,B189,B-Other,False,True
13811685898,7.234979,80.309977,3,1,B127,B-Other,False,True
8312180939,6.680093,80.400165,4,1,B390,B-Other,False,True
5944495992,7.426596,80.213551,3,1,B308,B-Other,False,True
5968372697,6.801131,79.935256,3,1,B639,B-Other,False,True
6038408773,7.282066,81.526813,3,1,B527,B-Other,False,True
1834922625,7.0968,80.645875,3,1,B431,B-Other,False,True
6248011210,6.152874,81.144693,3,1,B251,B-Other,False,True
5144316831,6.1529,81.144578,3,1,B251,B-Other,False,True
2686032868,6.84749,80.551735,3,2,B149;B328,B-B,True,True
3699456789,6.169823,80.896354,3,2,B548;B622,B-B,True,True
6249854577,6.170053,80.896196,4,1,B622,B-Other,False,True
6250326150,8.836752,79.968852,3,1,B403,B-Other,False,True
6250328436,8.936754,79.923653,3,1,B403,B-Other,False,True
13716601407,6.317891,80.998271,3,1,B587,B-Other,False,True
3033904482,7.292766,80.635029,3,1,B521,B-Other,False,True
13698912445,6.037868,80.249995,4,1,B594,B-Other,False,True
2506020933,7.08229,79.868182,3,2,B425;B633,B-B,True,True
1093799764,6.222394,80.333305,2,2,B129;B429,B-B,True,False
6294406153,6.542342,80.157374,2,2,B304;B421,B-B,True,False
6294406154,6.542349,80.157594,3,2,B304;B421,B-B,True,True
247140202,6.947529,80.630009,3,1,B317,B-Other,False,True
1979346418,7.160762,81.225432,3,1,B057,B-Other,False,True
1834981067,7.065206,80.679311,2,2,B412;B582,B-B,True,False
3221213836,7.174131,80.361924,3,1,B602,B-Other,False,True
1418747700,6.727281,79.900525,3,1,B235,B-Other,False,True
1418747698,6.727177,79.900691,3,1,B235,B-Other,False,True
6513598495,6.893831,79.935142,3,1,B642,B-Other,False,True
6513995677,6.892593,79.92175,4,1,B533,B-Other,False,True
6513995679,6.892613,79.921621,4,1,B531,B-Other,False,True
6513995678,6.892551,79.921655,4,2,B531;B533,B-B,True,True
6513995667,6.892435,79.921726,2,2,B531;B533,B-B,True,False
5157977022,6.894963,79.924296,3,1,B47,B-Other,False,True
6518084183,6.891397,79.928855,4,2,B47;B533,B-B,True,True
3731371610,6.891352,79.928926,4,3,B47;B533;B645,B-B,True,True
2974015147,6.891436,79.92892,4,3,B47;B533;B645,B-B,True,True
6518088285,6.891616,79.92924,3,1,B645,B-Other,False,True
250734529,6.876358,79.935372,3,1,B47,B-Other,False,True
1792760335,6.083084,80.646941,3,1,B141,B-Other,False,True
1932028801,6.085225,80.646187,3,1,B142,B-Other,False,True
1093763092,6.107077,80.334453,3,1,B129,B-Other,False,True
2215855644,6.079541,80.284354,2,2,B129;B578,B-B,True,False
6545320374,8.334648,80.393104,3,1,B638,B-Other,False,True
6545320373,8.334522,80.393019,3,1,B638,B-Other,False,True
5202667325,7.928959,80.686857,3,1,B162,B-Other,False,True
6547922837,7.430672,80.214441,3,2,B247;B308,B-B,True,True
6547922838,7.430575,80.214438,2,2,B247;B308,B-B,True,False
6547914278,7.430591,80.214366,3,2,B247;B308,B-B,True,True
7260121838,7.018315,79.882233,3,1,B655,B-Other,False,True
2142265829,7.014219,79.867595,2,2,B152;B655,B-B,True,False
2686590800,7.052616,80.590254,3,3,B148;B491;B506,B-B,True,True
6695505186,7.272589,79.864258,3,1,B419,B-Other,False,True
6719733720,6.902031,79.919554,3,1,B47,B-Other,False,True
3354710540,6.902155,79.91936,3,2,B240;B47,B-B,True,True
6719733698,6.895072,79.924108,3,1,B47,B-Other,False,True
7183361983,6.147405,80.76351,3,1,B410,B-Other,False,True
4929241911,7.248056,80.343256,4,1,B643,B-Other,False,True
4929241932,7.248034,80.343197,3,1,B643,B-Other,False,True
252537325,6.751157,80.021431,3,1,B84,B-Other,False,True
1212770521,6.72836,80.033163,3,1,B84,B-Other,False,True
7085525494,6.812788,79.880938,3,1,B24,B-Other,False,True
7094700078,7.265819,80.592385,3,1,B365,B-Other,False,True
7103753925,6.608279,79.952719,4,1,B224,B-Other,False,True
7168896405,6.825139,79.883584,2,2,B24;B389,B-B,True,False
7183361982,6.147556,80.763632,3,1,B387,B-Other,False,True
7183441660,6.273409,80.136643,3,1,B14,B-Other,False,True
3655959354,6.269845,80.138979,3,1,B143,B-Other,False,True
7205862648,6.853957,79.88508,3,1,B389,B-Other,False,True
7205862641,6.853819,79.885105,3,1,B389,B-Other,False,True
4730103455,6.201401,80.303487,2,2,B139;B303,B-B,True,False
4815668572,7.092581,80.798564,3,1,B413,B-Other,False,True
7569009680,9.823711,80.169467,3,1,B438,B-Other,False,True
403875118,6.908245,79.898965,4,1,B62,B-Other,False,True
1976198850,7.47243,80.023068,3,1,B247,B-Other,False,True
4086635248,7.470231,80.04651,3,1,B247,B-Other,False,True
6251962520,6.301967,81.003313,3,3,B562;B563;B587,B-B,True,True
8082580144,6.561304,79.968993,4,1,B207,B-Other,False,True
2280537322,6.561267,79.969421,3,1,B207,B-Other,False,True
3477883917,7.068391,79.96137,2,2,B226;B58,B-B,True,False
1796923216,6.716396,80.191486,2,2,B144;B68,B-B,True,False
3771886827,6.680349,80.400314,3,1,B390,B-Other,False,True
619742785,6.887332,79.994072,3,1,B174,B-Other,False,True
8605932100,7.294224,80.649976,3,1,B69,B-Other,False,True
5612934470,6.783652,80.697722,2,2,B329;B339,B-B,True,False
1896204980,7.605933,80.822865,3,1,B312,B-Other,False,True
403899823,7.027495,79.865662,3,2,B152;B596,B-B,True,True
8771443573,7.328341,80.024071,3,1,B308,B-Other,False,True
9201280517,7.293041,80.635105,3,1,B521,B-Other,False,True
10130181954,6.561137,79.969028,4,1,B207,B-Other,False,True
5373596576,6.848315,79.897696,3,2,B134;B84,B-B,True,True
2051320917,7.984959,80.720659,3,1,B218,B-Other,False,True
1685803214,8.325548,81.300798,3,1,B10,B-Other,False,True
9565070864,6.877239,79.869551,3,1,B84,B-Other,False,True
9547857711,6.876736,79.869886,3,1,B84,B-Other,False,True
5037942619,6.877225,79.869487,4,1,B84,B-Other,False,True
2068144145,6.84686,79.926448,3,1,B94,B-Other,False,True
9577055313,6.847207,79.926548,3,1,B94,B-Other,False,True
2974015141,6.891835,79.928907,3,1,B47,B-Other,False,True
5277143310,6.890951,79.928861,3,1,B47,B-Other,False,True
256823957,6.902215,79.919573,3,2,B240;B47,B-B,True,True
3404831124,6.902183,79.919483,3,2,B240;B47,B-B,True,True
7103760769,6.608372,79.952666,4,1,B224,B-Other,False,True
2974015176,6.891608,79.929634,3,1,B645,B-Other,False,True
403816151,6.94416,79.878967,3,1,B435,B-Other,False,True
10132102319,6.277449,81.286558,3,1,B422,B-Other,False,True
621816440,6.892361,79.877059,4,1,B307,B-Other,False,True
3804176571,6.87695,79.92638,3,1,B368,B-Other,False,True
12553497571,6.039712,80.234123,3,1,B129,B-Other,False,True
10259347344,6.876874,79.9269,4,1,B368,B-Other,False,True
10259347359,6.876896,79.926612,3,1,B368,B-Other,False,True
3150410545,6.930352,79.878106,4,1,B96,B-Other,False,True
635914018,6.930389,79.877991,3,1,B96,B-Other,False,True
10264115338,6.876699,79.869824,3,1,B84,B-Other,False,True
13149927792,6.78495,80.05529,3,1,B239,B-Other,False,True
11037159201,6.820262,79.889078,3,1,B24,B-Other,False,True
6543553384,6.301411,80.317318,2,2,B156;B429,B-B,True,False
3249089698,6.141399,80.136767,2,2,B106;B153,B-B,True,False
4815668922,7.092782,80.797316,3,1,B413,B-Other,False,True
1212770520,6.726098,80.033969,3,1,B84,B-Other,False,True
11765244589,6.726526,80.03369,3,1,B84,B-Other,False,True
11959575852,6.87622,79.900669,4,2,B120;B291,B-B,True,True
11959629976,6.875362,79.900959,4,2,B291;B389,B-B,True,True
11959575863,6.875366,79.900881,3,2,B291;B389,B-B,True,True
11959629975,6.875441,79.900886,3,1,B291,B-Other,False,True
11959575853,6.876278,79.900645,4,1,B120,B-Other,False,True
618771321,6.876314,79.900711,3,1,B120,B-Other,False,True
13083883262,7.118533,80.059661,4,1,B179,B-Other,False,True
12856077384,5.951631,80.546074,4,1,B275,B-Other,False,True
1834981477,7.068186,80.685793,3,1,B412,B-Other,False,True
6658588595,6.873054,81.049134,3,1,B113,B-Other,False,True
1242395226,6.039935,80.234167,3,1,B129,B-Other,False,True
13380401234,6.002697,80.671797,3,1,B595,B-Other,False,True
6260756445,7.209138,79.83282,2,2,B261;B407,B-B,True,False
2155584835,7.214303,79.847247,3,1,B322,B-Other,False,True
4004621090,7.293264,80.633433,3,1,B70,B-Other,False,True
6130189220,7.308051,80.637459,3,1,B550,B-Other,False,True
8865864663,7.308109,80.637326,3,1,B550,B-Other,False,True
8865864662,7.308162,80.637358,3,1,B550,B-Other,False,True
10259347345,6.876879,79.926834,4,1,B368,B-Other,False,True
7786924250,7.11847,80.059707,3,1,B179,B-Other,False,True
6260398862,7.168012,79.882958,3,1,B208,B-Other,False,True
245519497,6.716991,80.06153,3,1,B157,B-Other,False,True
13695751612,6.892435,79.877061,4,1,B307,B-Other,False,True
1242562069,6.039026,80.227847,3,1,B41,B-Other,False,True
13698912446,6.037774,80.249994,3,1,B594,B-Other,False,True
3256396052,6.021658,80.79635,3,1,B376,B-Other,False,True
6249854579,6.17008,80.896531,4,1,B548,B-Other,False,True
13714592717,6.169908,80.896389,2,2,B548;B622,B-B,True,False
6249854572,6.169842,80.89643,3,2,B548;B622,B-B,True,True
3721669277,6.352761,81.03942,3,1,B631,B-Other,False,True
3721669276,6.35273,81.039348,3,1,B631,B-Other,False,True
1432834932,6.662153,80.887868,2,2,B38;B528,B-B,True,False
