node_id,latitude,longitude,street_count,n_b_roads,b_roads,junction_type,is_b_b_junction,is_b_any_junction
560221118,6.542092,80.157664,3,1,B421,B-Other,False,True
560221199,6.524767,80.213602,2,2,B421;B584,B-B,True,False
2036185335,6.343222,80.771621,2,2,B115;B286,B-B,True,False
13723181257,6.380362,81.315054,3,1,B464,B-Other,False,True
1314754545,7.421284,80.633347,3,2,B180;B462,B-B,True,True
1157613973,7.416865,80.68323,3,2,B180;B461,B-B,True,True
2031636377,7.21004,81.013671,2,2,B036;B492,B-B,True,False
127659819,6.990426,80.217468,3,2,B408;B603,B-B,True,True
6545679857,7.033568,80.091889,2,2,B472;B479,B-B,True,False
6545679856,7.033585,80.092048,2,2,B472;B479,B-B,True,False
1235697388,7.043083,80.131493,3,2,B146;B472,B-B,True,True
324982229,7.002172,79.950907,3,1,B168,B-Other,False,True
3345071366,7.002149,79.951412,3,1,B168,B-Other,False,True
2035832247,6.973455,80.771528,3,2,B249;B331,B-B,True,True
2035832241,6.973249,80.771914,3,2,B249;B331,B-B,True,True
13650405023,6.973238,80.772047,2,2,B249;B331,B-B,True,False
198553743,6.971433,80.774463,2,2,B331;B332,B-B,True,False
252537410,6.833,79.964745,3,2,B239;B267,B-B,True,True
568948837,7.707673,80.771541,3,2,B312;B648,B-B,True,True
2910209739,7.520704,80.677095,2,2,B274;B392,B-B,True,False
2018057285,7.520075,80.929402,2,2,B484;B577,B-B,True,False
3655959347,6.256444,80.139181,2,2,B143;B454,B-B,True,False
2078753463,6.160159,80.584301,3,2,B415;B98,B-B,True,True
2164965848,6.101472,80.475324,2,2,B4;B636,B-B,True,False
2078785551,6.128253,80.425741,2,2,B4;B480,B-B,True,False
1190546887,6.839329,80.612288,3,2,B149;B329,B-B,True,True
1723290053,6.349116,80.905724,3,2,B549;B587,B-B,True,True
1912538707,6.922856,79.913402,3,1,B231,B-Other,False,True
325011481,6.963759,79.881712,4,1,B546,B-Other,False,True
2093606557,7.548799,80.621806,2,2,B346;B409,B-B,True,False
2093608215,7.75958,80.571028,4,1,B423,B-Other,False,True
3522149870,7.759919,80.570953,3,1,B423,B-Other,False,True
5519615353,8.058177,80.552376,2,2,B213;B423,B-B,True,False
2064203704,7.214265,79.847174,4,1,B261,B-Other,False,True
2285202897,8.039304,80.905625,3,1,B287,B-Other,False,True
257673145,6.797293,79.93076,3,2,B267;B84,B-B,True,True
3498479745,6.79597,79.94038,3,1,B84,B-Other,False,True
1149576728,6.862604,80.167876,2,2,B188;B426,B-B,True,False
1446610177,6.714477,79.989041,4,2,B216;B458,B-B,True,True
2017536532,6.079941,80.574626,2,2,B309;B536,B-B,True,False
2190965493,6.100484,80.477547,4,1,B3,B-Other,False,True
2185144071,6.343305,80.222794,2,2,B14;B158,B-B,True,False
4059337439,6.565444,79.999682,2,2,B302;B304,B-B,True,False
665006657,6.803896,79.940476,2,2,B267;B510,B-B,True,False
10578430168,7.254221,80.446501,3,2,B385;B583,B-B,True,True
3718488870,7.250956,80.450594,3,1,B583,B-Other,False,True
3229498069,7.216017,80.454575,2,2,B278;B592,B-B,True,False
4006801962,7.183143,80.454584,2,2,B136;B278,B-B,True,False
5547928141,7.326612,80.426164,2,2,B122;B385,B-B,True,False
3777579457,7.321926,80.392594,3,1,B384,B-Other,False,True
1268335758,7.2055,79.851271,3,1,B321,B-Other,False,True
2031647458,7.283423,81.043149,3,2,B057;B580,B-B,True,True
3088821708,7.26564,80.596606,3,1,B364,B-Other,False,True
1181395662,5.975661,80.427636,3,1,B466,B-Other,False,True
2375441004,7.124088,79.924673,3,1,B111,B-Other,False,True
638973604,7.123232,79.923577,3,2,B111;B400,B-B,True,True
4375137197,7.082416,79.868299,3,2,B425;B633,B-B,True,True
3780516724,6.96794,79.901555,3,1,B634,B-Other,False,True
2382076814,7.280937,80.666435,3,1,B413,B-Other,False,True
2382152045,7.2943,80.650003,3,1,B69,B-Other,False,True
2384952875,6.719311,80.785853,3,1,B593,B-Other,False,True
618514969,6.908558,79.895302,3,1,B470,B-Other,False,True
3340955133,6.907989,79.895747,3,1,B470,B-Other,False,True
2407176254,6.605462,80.798387,3,2,B38;B593,B-B,True,True
6358036287,6.985509,80.93448,2,2,B332;B471,B-B,True,False
1278086414,7.081734,79.890889,3,1,B633,B-Other,False,True
263155217,7.214638,80.598026,3,1,B135,B-Other,False,True
2646312392,6.789073,80.970186,3,1,B396,B-Other,False,True
1030050388,7.258323,80.555861,2,2,B116;B121,B-B,True,False
3170533458,7.249829,80.562316,3,2,B116;B66,B-B,True,True
2552014491,6.820366,80.984967,3,1,B396,B-Other,False,True
2568176881,5.976228,80.518545,3,1,B635,B-Other,False,True
3398081271,5.976218,80.518437,3,1,B635,B-Other,False,True
3219885917,7.251171,80.335388,3,1,B643,B-Other,False,True
3161365280,7.248007,80.34288,3,1,B643,B-Other,False,True
10132102403,6.255813,81.227384,3,1,B21,B-Other,False,True
49371992,6.976945,80.762255,3,1,B331,B-Other,False,True
268931537,6.877261,79.900395,3,1,B120,B-Other,False,True
618771179,6.883874,79.901923,2,2,B120;B345,B-B,True,False
6514093426,6.884117,79.901946,2,2,B120;B368,B-B,True,False
618771188,6.884244,79.901955,2,2,B120;B368,B-B,True,False
275517837,6.90332,79.905355,3,1,B120,B-Other,False,True
3141868639,6.903321,79.9115,4,2,B240;B653,B-B,True,True
2055561684,7.534059,80.913476,3,2,B312;B484,B-B,True,True
619918508,6.849,79.92448,3,1,B335,B-Other,False,True
610944465,6.301949,81.003249,4,3,B562;B563;B587,B-B,True,True
2689283758,6.958798,80.609398,2,2,B317;B406,B-B,True,False
2686377394,7.054993,80.534433,3,2,B317;B319,B-B,True,True
2686377386,7.054854,80.534331,3,2,B317;B319,B-B,True,True
638945897,7.224855,80.024772,3,2,B324;B430,B-B,True,True
6509381797,7.22453,80.01962,3,1,B324,B-Other,False,True
2712362969,6.877421,79.990066,3,1,B174,B-Other,False,True
1222995629,6.836882,80.571957,3,2,B149;B273,B-B,True,True
3195561861,6.842564,80.606782,3,2,B149;B330,B-B,True,True
2722750908,6.923738,79.977935,3,1,B263,B-Other,False,True
2722750909,6.924826,79.978592,3,1,B263,B-Other,False,True
2760582905,6.936078,79.915833,2,2,B435;B469,B-B,True,False
247140995,6.937477,80.738372,3,1,B381,B-Other,False,True
2608992327,6.938136,80.6617,3,1,B412,B-Other,False,True
4099698761,8.3349,80.393251,4,1,B638,B-Other,False,True
13587389094,8.345218,80.393175,3,1,B234,B-Other,False,True
7034884152,8.236263,80.350961,3,1,B213,B-Other,False,True
3205978508,7.150384,80.019574,2,2,B12;B430,B-B,True,False
2904638879,6.29299,80.163875,3,2,B14;B55,B-B,True,True
2906794382,6.289315,80.160891,2,2,B14;B523,B-B,True,False
49368243,6.906296,80.914051,3,1,B044,B-Other,False,True
2904638859,6.293631,80.163612,3,2,B523;B55,B-B,True,True
3211931764,6.298099,80.173317,2,2,B114;B14,B-B,True,False
77374718,6.046424,80.73308,2,2,B101;B630,B-B,True,False
2152975776,6.158345,80.698146,2,2,B485;B565,B-B,True,False
3478101817,7.265873,80.596267,3,1,B364,B-Other,False,True
3088508684,7.325174,80.626224,3,1,B205,B-Other,False,True
3088508746,7.321851,80.624419,3,1,B365,B-Other,False,True
1235697661,7.119769,80.116702,2,2,B445;B453,B-B,True,False
3120323405,7.097483,80.144685,2,2,B146;B434,B-B,True,False
3120324420,7.077118,80.121466,2,2,B434;B453,B-B,True,False
639298307,7.070474,80.093362,2,2,B434;B479,B-B,True,False
324965995,7.143891,80.095669,4,1,B445,B-Other,False,True
2620521080,6.904015,79.955185,3,2,B240;B263,B-B,True,True
971827647,6.903659,79.955225,3,1,B240,B-Other,False,True
3137149149,6.903982,80.528385,2,2,B26;B71,B-B,True,False
2686035634,6.913762,80.521176,3,2,B328;B71,B-B,True,True
6294540738,6.522853,80.113911,3,1,B304,B-Other,False,True
3145257092,6.411094,80.796607,3,1,B427,B-Other,False,True
1725074683,6.332414,80.855014,3,1,B486,B-Other,False,True
3147058589,6.334181,80.854278,3,1,B549,B-Other,False,True
3147058592,6.334072,80.853913,3,1,B549,B-Other,False,True
1639029976,6.285425,81.291432,3,2,B464;B500,B-B,True,True
610968963,6.285315,81.278092,2,2,B422;B464,B-B,True,False
3502161784,6.895034,79.924339,4,1,B47,B-Other,False,True
1662220531,7.246317,80.119476,2,2,B237;B324,B-B,True,False
3167641878,7.195687,80.153182,3,1,B476,B-Other,False,True
6548196295,7.484829,80.355183,3,1,B247,B-Other,False,True
1981311694,7.160866,80.55951,3,2,B132;B279,B-B,True,True
9462668423,7.082429,80.520501,3,2,B132;B318,B-B,True,True
3169826275,7.14918,80.58022,3,1,B490,B-Other,False,True
1855349632,7.228339,80.574825,2,2,B116;B91,B-B,True,False
4228041368,6.908406,79.929351,3,1,B644,B-Other,False,True
5320624392,7.324883,80.388194,3,1,B384,B-Other,False,True
403874820,6.931134,79.883108,3,1,B96,B-Other,False,True
4781602735,7.213249,80.754996,3,1,B492,B-Other,False,True
3201082623,7.212743,80.754853,3,1,B413,B-Other,False,True
4781591828,7.213019,80.754801,3,1,B413,B-Other,False,True
2019986609,7.217446,80.785266,2,2,B492;B494,B-B,True,False
3210113789,6.591443,80.085634,3,2,B157;B207,B-B,True,True
2088167963,6.455832,80.101637,2,2,B114;B157,B-B,True,False
6021413404,6.274375,80.137999,3,1,B14,B-Other,False,True
5557408306,7.43477,80.546769,2,2,B264;B7,B-B,True,False
3216973602,7.028956,80.295241,3,1,B482,B-Other,False,True
245519747,6.608409,79.952938,3,1,B224,B-Other,False,True
3226291720,7.229317,80.53646,3,2,B121;B172,B-B,True,True
3226275220,7.256992,80.518984,3,2,B172;B173,B-B,True,True
3237492302,7.265758,80.552128,3,1,B6,B-Other,False,True
674898973,7.153073,80.063667,2,2,B444;B445,B-B,True,False
248049055,6.141402,80.136957,3,2,B106;B153,B-B,True,True
1834981401,7.065047,80.680093,2,2,B412;B613,B-B,True,False
1834981446,7.059902,80.682571,2,2,B412;B612,B-B,True,False
3254668917,7.060629,80.683972,3,2,B612;B613,B-B,True,True
3256397109,6.022012,80.797455,3,2,B376;B83,B-B,True,True
1748992310,6.05108,80.734017,2,2,B54;B626,B-B,True,False
3264925415,6.418623,81.324787,3,1,B259,B-Other,False,True
5257134087,7.032841,81.058193,3,1,B036,B-Other,False,True
3271092569,7.218164,81.849609,3,1,B2,B-Other,False,True
4408220354,5.976771,80.698511,3,1,B525,B-Other,False,True
2280604896,6.518948,80.071448,2,2,B304;B481,B-B,True,False
6537339896,6.994605,79.874367,3,1,B151,B-Other,False,True
2155946168,5.946855,80.556644,3,1,B338,B-Other,False,True
3220669258,6.581874,80.801172,3,2,B467;B593,B-B,True,True
3371893296,6.58205,80.800767,3,1,B593,B-Other,False,True
639128147,7.209555,79.918146,2,2,B289;B321,B-B,True,False
610950712,6.146986,81.127145,3,1,B631,B-Other,False,True
3377484745,6.148253,81.127127,3,1,B631,B-Other,False,True
1720902277,6.146424,81.127124,3,1,B631,B-Other,False,True
3387391143,7.033789,80.092073,3,1,B479,B-Other,False,True
4152530093,6.955739,79.888138,3,1,B214,B-Other,False,True
3403175022,6.955869,79.888018,3,1,B214,B-Other,False,True
3425048799,6.429703,79.999908,3,1,B157,B-Other,False,True
3431908601,6.972147,79.885917,3,1,B634,B-Other,False,True
1474795689,7.297032,79.88188,3,1,B419,B-Other,False,True
2199336301,7.297366,79.882788,3,1,B308,B-Other,False,True
2732633599,7.92897,80.687406,3,1,B162,B-Other,False,True
2019733995,7.940094,80.727619,2,2,B162;B218,B-B,True,False
2015265429,7.190077,80.301517,2,2,B127;B602,B-B,True,False
12794013248,7.454099,80.682627,3,2,B257;B461,B-B,True,True
3484165078,6.638708,80.312034,2,2,B160;B34,B-B,True,False
1093799558,6.340257,80.336621,3,2,B156;B411,B-B,True,True
3498436079,6.808835,79.920601,3,1,B84,B-Other,False,True
3570836873,6.802185,79.922366,3,1,B84,B-Other,False,True
7062446558,6.809446,79.920635,4,2,B639;B84,B-B,True,True
3803845891,6.805943,79.926484,3,1,B367,B-Other,False,True
291672423,6.809368,79.938962,2,2,B367;B510,B-B,True,False
3498455036,6.801341,79.935082,3,2,B267;B639,B-B,True,True
3498458035,6.797625,79.940541,2,2,B510;B639,B-B,True,False
3498458036,6.797489,79.940601,2,2,B510;B639,B-B,True,False
3498479737,6.795604,79.940874,3,2,B639;B84,B-B,True,True
257673162,6.801726,79.935469,3,1,B267,B-Other,False,True
3498458033,6.797766,79.940877,3,1,B510,B-Other,False,True
3498479727,6.794993,79.940587,3,1,B216,B-Other,False,True
3498479747,6.795564,79.940743,3,3,B216;B639;B84,B-B,True,True
3498479748,6.795485,79.940825,3,3,B216;B639;B84,B-B,True,True
5968372698,6.795679,79.940783,3,2,B639;B84,B-B,True,True
618528183,6.909148,79.896233,4,1,B470,B-Other,False,True
2686377371,7.05475,80.53347,3,2,B318;B319,B-B,True,True
3514826055,7.04188,80.313037,3,2,B358;B482,B-B,True,True
617190011,6.896612,79.959411,2,2,B240;B645,B-B,True,False
5064507626,6.94277,79.989732,3,1,B214,B-Other,False,True
3517629554,6.961143,79.99593,3,1,B214,B-Other,False,True
3206169196,6.96155,79.996137,4,2,B214;B632,B-B,True,True
3521595117,6.840988,79.901776,4,2,B84;B94,B-B,True,True
6519129899,6.844556,79.925888,3,2,B367;B94,B-B,True,True
6519129898,6.844472,79.925775,2,2,B367;B94,B-B,True,False
1737485326,6.841154,79.902246,3,1,B94,B-Other,False,True
2078754703,6.260663,80.603455,3,2,B415;B607,B-B,True,True
3522149875,7.759712,80.571141,4,1,B423,B-Other,False,True
683787618,6.91092,79.889976,2,2,B232;B62,B-B,True,False
2078753477,6.16074,80.584757,3,1,B98,B-Other,False,True
2661656508,6.227764,80.825251,2,2,B622;B623,B-B,True,False
610929939,6.153563,80.768345,3,2,B463;B623,B-B,True,True
3547525265,6.18414,80.793093,3,2,B623;B625,B-B,True,True
3635049258,6.195971,80.800154,2,2,B623;B625,B-B,True,False
3570836882,6.801321,79.923129,3,1,B84,B-Other,False,True
3570836878,6.801739,79.922731,4,2,B295;B84,B-B,True,True
3570836884,6.80184,79.922739,3,2,B367;B84,B-B,True,True
3570836895,6.801788,79.922791,4,2,B367;B84,B-B,True,True
3570836893,6.801789,79.922685,4,2,B295;B84,B-B,True,True
3166543427,6.921978,79.926812,3,2,B231;B644,B-B,True,True
2407176375,6.607208,80.796264,3,2,B38;B593,B-B,True,True
1828212200,6.631676,80.723966,3,2,B223;B38,B-B,True,True
2035845823,6.970336,80.784474,2,2,B249;B332,B-B,True,False
3645537814,7.226464,80.051678,2,2,B324;B443,B-B,True,False
617823366,7.247458,80.129454,3,1,B324,B-Other,False,True
3586058703,7.372519,80.524642,3,2,B122;B647,B-B,True,True
2035855681,7.020037,80.854158,3,2,B332;B413,B-B,True,True
324997495,6.966849,79.899849,4,1,B215,B-Other,False,True
1840750860,6.991134,79.939418,3,1,B460,B-Other,False,True
12856077341,5.966034,80.54785,3,1,B275,B-Other,False,True
7903823164,6.970755,79.972515,3,1,B632,B-Other,False,True
403841840,6.942284,79.961811,2,2,B214;B254,B-B,True,False
3603503553,6.938872,79.971152,3,1,B214,B-Other,False,True
3856554872,7.351328,80.682541,3,2,B369;B462,B-B,True,True
5369721906,7.348798,80.679984,2,2,B242;B369,B-B,True,False
3619696818,7.334241,80.674275,3,2,B205;B369,B-B,True,True
2083588478,6.67945,80.162123,2,2,B304;B68,B-B,True,False
1213042254,6.652881,80.176883,3,1,B304,B-Other,False,True
5222832369,6.649672,80.177933,3,1,B304,B-Other,False,True
3620006922,7.449395,80.631013,3,1,B461,B-Other,False,True
3594319501,5.948821,80.547072,4,1,B275,B-Other,False,True
617799602,7.328438,80.023878,5,1,B308,B-Other,False,True
8771443550,7.328227,80.024468,5,1,B308,B-Other,False,True
3827971313,6.264876,80.691245,3,1,B606,B-Other,False,True
3640129666,6.238737,80.816551,2,2,B622;B624,B-B,True,False
3784921861,6.251703,80.783916,3,2,B486;B622,B-B,True,True
667547394,7.195059,79.98459,2,2,B111;B225,B-B,True,False
3645486728,7.439779,80.631744,3,1,B462,B-Other,False,True
3655100675,7.576624,79.796018,3,1,B079,B-Other,False,True
6592863153,6.925293,80.504314,2,2,B25;B328,B-B,True,False
1727359184,7.465841,80.622847,3,1,B586,B-Other,False,True
3662474376,7.465996,80.62337,4,1,B586,B-Other,False,True
3662474367,7.465916,80.623432,3,1,B586,B-Other,False,True
4885745120,5.944602,80.549931,4,1,B524,B-Other,False,True
912273614,6.588429,80.41605,3,2,B390;B421,B-B,True,True
1720902666,6.202636,81.196581,3,1,B567,B-Other,False,True
6247997832,6.209382,81.046083,3,1,B562,B-Other,False,True
3377554125,6.154833,81.127156,3,1,B631,B-Other,False,True
2544603913,6.152637,81.127284,3,1,B631,B-Other,False,True
3169248401,6.148249,81.127197,3,1,B631,B-Other,False,True
3169248398,6.159503,81.127329,3,1,B631,B-Other,False,True
3377554135,6.154795,81.127336,3,1,B631,B-Other,False,True
3377554171,6.152636,81.127166,3,1,B631,B-Other,False,True
3683993724,6.380923,81.314767,3,2,B259;B464,B-B,True,True
1818583243,6.162557,80.904446,3,1,B622,B-Other,False,True
1985676777,6.162408,80.897409,3,1,B548,B-Other,False,True
1428665347,6.213844,80.944329,3,1,B548,B-Other,False,True
3896044935,6.909568,79.896369,3,1,B62,B-Other,False,True
3731372276,6.891305,79.928861,4,2,B47;B533,B-B,True,True
2974015161,6.891072,79.928365,3,1,B533,B-Other,False,True
6509381795,7.22435,80.019099,3,1,B111,B-Other,False,True
3619718204,7.339376,80.693332,2,2,B205;B369,B-B,True,False
652384089,6.788103,79.885169,3,1,B295,B-Other,False,True
1748892859,6.143304,80.812028,3,1,B387,B-Other,False,True
3758716316,7.254495,80.576721,3,2,B306;B66,B-B,True,True
3745318479,7.081635,80.468983,2,2,B318;B588,B-B,True,False
3215382447,6.989024,80.494261,3,1,B319,B-Other,False,True
7183361984,6.14741,80.763229,3,1,B627,B-Other,False,True
2499287720,6.967856,79.901503,4,1,B634,B-Other,False,True
1725074569,6.252089,80.783845,3,1,B486,B-Other,False,True
1725074566,6.251667,80.783792,3,1,B486,B-Other,False,True
2362937346,7.437798,80.338315,3,1,B87,B-Other,False,True
2584550963,7.248339,80.34398,3,1,B643,B-Other,False,True
3817590031,7.250366,80.368071,3,1,B643,B-Other,False,True
3592104626,7.091026,79.99981,3,1,B288,B-Other,False,True
2590173342,7.094347,80.564555,2,2,B431;B490,B-B,True,False
848610217,9.823412,80.169583,3,1,B438,B-Other,False,True
4784496254,7.003069,79.956333,6,1,B641,B-Other,False,True
3600553580,7.002525,79.960124,3,1,B641,B-Other,False,True
13624920350,7.268735,80.592657,3,1,B365,B-Other,False,True
5120237603,7.266104,80.592651,3,1,B365,B-Other,False,True
4096475956,7.272624,80.603836,3,1,B365,B-Other,False,True
3813344287,7.4243,80.616627,3,1,B180,B-Other,False,True
2823998651,7.085481,80.034072,3,1,B479,B-Other,False,True
47822231,6.037349,80.228239,3,1,B41,B-Other,False,True
324994643,6.975689,79.924641,4,1,B220,B-Other,False,True
3453321762,7.185006,80.320232,2,2,B602;B604,B-B,True,False
635164739,6.862867,79.865847,2,2,B229;B560,B-B,True,False
3827971310,6.264703,80.691417,2,2,B485;B606,B-B,True,False
3142698207,6.260569,80.744557,2,2,B485;B629,B-B,True,False
3218455285,6.726558,80.033746,3,1,B84,B-Other,False,True
2703675509,7.224617,80.018973,3,1,B324,B-Other,False,True
3577854817,6.989767,79.892921,4,1,B151,B-Other,False,True
2155580113,7.047762,79.897122,3,1,B382,B-Other,False,True
1533913594,6.85129,79.866366,4,1,B94,B-Other,False,True
3861760657,6.902138,79.919108,3,1,B240,B-Other,False,True
3120332567,7.078902,80.144436,3,1,B146,B-Other,False,True
1235697764,7.097741,80.144641,3,2,B146;B445,B-B,True,True
3883403616,7.078299,80.144229,3,1,B146,B-Other,False,True
3883403618,7.078483,80.144702,3,1,B408,B-Other,False,True
3883403623,7.078552,80.144314,3,1,B146,B-Other,False,True
5344838927,6.805526,79.926304,2,2,B367;B639,B-B,True,False
3320941718,6.80548,79.926363,2,2,B367;B639,B-B,True,False
5968326761,6.801373,79.935022,2,2,B267;B639,B-B,True,False
3320941694,6.809229,79.920862,3,1,B639,B-Other,False,True
3498436506,6.809368,79.920636,4,2,B639;B84,B-B,True,True
3521595128,6.841026,79.901634,4,2,B84;B94,B-B,True,True
10219043287,6.90971,79.895842,3,1,B62,B-Other,False,True
3902482146,6.840934,79.901678,4,2,B84;B94,B-B,True,True
3521592487,6.841073,79.901731,4,2,B84;B94,B-B,True,True
130445589,6.229533,80.054273,3,1,B49,B-Other,False,True
3935855298,5.968964,80.422119,3,1,B646,B-Other,False,True
3669997743,6.032955,80.79636,3,1,B410,B-Other,False,True
1186240445,6.889892,80.598162,3,1,B149,B-Other,False,True
11035177227,6.792744,80.0541,3,1,B239,B-Other,False,True
3998841948,7.290769,80.60715,3,2,B365;B537,B-B,True,True
3738834813,7.272944,80.604166,3,1,B365,B-Other,False,True
4004597816,7.291249,80.637419,3,2,B518;B521,B-B,True,True
4019244692,7.307013,80.634597,3,1,B70,B-Other,False,True
4019244695,7.306903,80.634571,4,1,B70,B-Other,False,True
4045295806,6.48045,80.702287,3,1,B351,B-Other,False,True
2315595592,7.258774,80.599569,3,1,B364,B-Other,False,True
4032560667,7.258082,80.599459,3,1,B364,B-Other,False,True
5139375451,7.266134,80.596441,3,1,B364,B-Other,False,True
257926316,7.286977,80.647817,3,2,B195;B518,B-B,True,True
2019950765,7.213236,80.754746,3,1,B413,B-Other,False,True
1994703248,6.539544,80.364511,2,2,B34;B421,B-B,True,False
4067944347,7.483153,80.353517,2,2,B247;B27,B-B,True,False
4067944346,7.483268,80.353628,2,2,B247;B27,B-B,True,False
6548196299,7.484104,80.35446,3,1,B247,B-Other,False,True
620529017,7.091863,79.888447,4,1,B425,B-Other,False,True
1683204299,7.198705,79.853936,3,1,B246,B-Other,False,True
4087054249,7.198637,79.854176,3,1,B246,B-Other,False,True
6275242615,7.198576,79.854433,3,1,B246,B-Other,False,True
4087054259,7.198519,79.85446,3,1,B246,B-Other,False,True
5804555891,7.219483,79.845392,4,1,B78,B-Other,False,True
2155634710,7.219375,79.845358,4,1,B78,B-Other,False,True
2078328569,7.265438,80.584078,3,1,B5,B-Other,False,True
6545320376,8.334323,80.392824,3,1,B638,B-Other,False,True
2686509758,7.054717,80.534496,3,1,B317,B-Other,False,True
4137353396,8.321285,80.382009,3,1,B638,B-Other,False,True
3336273931,8.04076,80.596571,3,1,B213,B-Other,False,True
13564859268,8.3276,80.361067,3,1,B234,B-Other,False,True
4142435852,7.159708,80.565022,4,1,B132,B-Other,False,True
3261809905,6.289465,81.085226,3,1,B631,B-Other,False,True
4152530101,6.955796,79.888254,3,1,B214,B-Other,False,True
5693657962,7.293033,80.637749,3,1,B518,B-Other,False,True
3215623441,6.92534,80.48555,3,2,B189;B25,B-B,True,True
6017749566,7.288722,80.495782,2,2,B173;B6,B-B,True,False
3633693455,6.291778,80.637886,3,1,B415,B-Other,False,True
3633693454,6.291108,80.637873,3,1,B415,B-Other,False,True
2078755191,6.28339,80.637646,2,2,B415;B606,B-B,True,False
324965926,7.143901,80.095598,4,1,B445,B-Other,False,True
2760582895,6.935996,79.916056,2,2,B435;B469,B-B,True,False
2760582908,6.935677,79.916222,3,1,B469,B-Other,False,True
5239209328,6.907997,79.929387,3,2,B240;B644,B-B,True,True
3203261039,7.192161,80.038313,2,2,B183;B430,B-B,True,False
6514093427,6.884192,79.902531,3,1,B368,B-Other,False,True
49365524,6.830787,80.988781,3,1,B044,B-Other,False,True
4394543338,7.37075,80.527641,3,1,B122,B-Other,False,True
5153486356,7.104167,80.336636,3,1,B67,B-Other,False,True
4430564637,7.077644,80.644694,3,2,B431;B582,B-B,True,True
4446651431,7.167914,79.882953,4,2,B208;B598,B-B,True,True
5904560300,7.167838,79.882842,4,1,B598,B-Other,False,True
1285521703,7.028339,79.921739,4,2,B168;B554,B-B,True,True
1285521727,7.028354,79.921927,3,2,B168;B554,B-B,True,True
403816206,6.937395,79.94521,3,1,B435,B-Other,False,True
3664816336,7.767638,81.178324,2,2,B502;B517,B-B,True,False
2141873197,6.933472,80.188013,3,1,B426,B-Other,False,True
7765114184,7.756141,80.567997,3,1,B346,B-Other,False,True
4600910031,7.339447,80.131258,2,2,B009;B308,B-B,True,False
4755847830,6.893486,79.937625,3,1,B645,B-Other,False,True
325000016,6.957427,79.88965,4,1,B546,B-Other,False,True
6292190479,6.840937,79.965033,3,1,B239,B-Other,False,True
6292190587,6.841572,79.964893,3,1,B239,B-Other,False,True
3109024823,6.841251,79.965142,4,1,B239,B-Other,False,True
3548926831,7.222553,81.031531,2,2,B036;B580,B-B,True,False
4678368699,6.930973,79.882706,3,1,B96,B-Other,False,True
2117500121,6.930288,79.878306,3,1,B96,B-Other,False,True
3369556773,6.607366,80.236229,2,2,B584;B656,B-B,True,False
598167934,6.828932,80.894547,3,2,B353;B508,B-B,True,True
2015279496,7.123982,80.287672,2,2,B127;B605,B-B,True,False
658424660,7.034867,79.990667,4,1,B161,B-Other,False,True
5316437631,7.066494,80.012612,3,1,B214,B-Other,False,True
5316437634,7.066608,80.0123,3,1,B214,B-Other,False,True
619905141,7.066645,80.012222,3,1,B214,B-Other,False,True
3732342020,7.098318,80.399197,2,2,B588;B67,B-B,True,False
7085506299,6.812881,79.880865,3,1,B24,B-Other,False,True
50422936,6.797428,79.888573,3,1,B204,B-Other,False,True
4807150328,7.877725,80.01093,3,1,B019,B-Other,False,True
4814119780,7.340038,80.99301,3,1,B057,B-Other,False,True
4877035512,7.144528,80.855916,2,2,B492;B511,B-B,True,False
2078334820,7.145863,80.78402,3,2,B364;B413,B-B,True,True
5276999759,6.893264,79.935305,3,1,B645,B-Other,False,True
4877071672,7.130297,80.842911,2,2,B413;B511,B-B,True,False
2362937081,7.329996,80.388061,3,2,B384;B475,B-B,True,True
1828217445,6.652302,80.697902,3,1,B049,B-Other,False,True
2638058713,7.993992,80.269467,3,1,B019,B-Other,False,True
4814119752,7.340053,80.992871,3,1,B057,B-Other,False,True
5140888508,7.248125,80.343196,4,1,B643,B-Other,False,True
1239442870,7.412801,80.210391,2,2,B008;B308,B-B,True,False
3592104628,7.091132,79.999574,3,1,B288,B-Other,False,True
1720491739,6.760291,81.247045,3,1,B35,B-Other,False,True
50415165,6.629178,79.943101,3,1,B458,B-Other,False,True
2362937242,7.395997,80.389202,2,2,B384;B87,B-B,True,False
1241600897,6.947747,80.093629,3,1,B95,B-Other,False,True
6721753073,7.086008,80.03349,4,1,B479,B-Other,False,True
6721810540,7.085943,80.033423,3,1,B479,B-Other,False,True
4790019635,7.074073,80.015405,3,1,B288,B-Other,False,True
2051261091,7.607041,80.823398,2,2,B312;B648,B-B,True,False
1093763628,6.107396,80.334993,3,1,B129,B-Other,False,True
1093762966,6.201761,80.335226,2,2,B129;B139,B-B,True,False
1529199964,6.012664,80.565823,2,2,B275;B415,B-B,True,False
1222995635,6.836479,80.571757,3,1,B273,B-Other,False,True
2185127828,6.392992,80.219448,2,2,B158;B363,B-B,True,False
6294540739,6.523262,80.114475,3,1,B157,B-Other,False,True
3517300319,6.790291,80.61141,3,2,B273;B330,B-B,True,True
5064507311,6.941528,79.98719,4,1,B214,B-Other,False,True
5064507314,6.941612,79.987187,3,1,B214,B-Other,False,True
5064507312,6.941553,79.987268,4,1,B214,B-Other,False,True
5064507313,6.941639,79.987268,3,1,B214,B-Other,False,True
5612896612,6.700679,80.608581,2,2,B39;B477,B-B,True,False
3742592981,7.290718,80.643692,2,2,B195;B608,B-B,True,False
