node_id,latitude,longitude,street_count
91031447,6.937701,79.849559,3
91032431,6.939577,79.85678,2
98554099,6.035714,80.389067,4
98554144,6.042467,80.410069,3
98554769,6.090296,80.476194,3
102737773,6.021975,80.796185,3
102737846,6.022712,80.795597,3
102737884,6.022295,80.795859,3
102750184,6.065642,80.217694,3
102750385,6.063248,80.215084,3
103396809,6.127058,81.124696,1
127657312,6.918672,79.861384,3
127657418,6.888214,79.870549,3
127657445,6.886415,79.870987,3
127658062,6.916472,79.868875,3
127658294,6.911448,79.870944,4
127658312,6.890439,79.856536,3
127658568,6.90437,79.854054,4
127658599,6.902143,79.854811,4
127659606,6.958552,80.221885,3
127659819,6.990426,80.217468,3
127660871,6.878667,79.874506,3
127660889,6.877495,79.879466,3
129605583,6.720228,80.055796,3
129606431,6.784369,80.055103,3
129607365,6.842143,80.09171,3
129607626,6.854796,80.089391,3
129610044,6.903139,80.087447,3
129615686,6.841196,80.003114,4
129615826,6.844796,79.930892,3
129615869,6.851894,79.919736,3
129615924,6.862979,79.901438,4
129615942,6.86512,79.896572,4
129616162,6.873974,79.872869,4
129616175,6.873384,79.872993,4
129616344,6.866201,79.879709,3
130019052,6.92097,79.846569,3
130346191,6.070689,80.233836,3
130444698,6.037327,80.226952,3
130445177,6.240919,80.053581,3
130445309,6.238873,80.054128,3
130445589,6.229533,80.054273,3
130462216,5.946267,80.530242,3
138713153,6.032672,80.216695,3
138713209,6.032452,80.217359,3
138713219,6.032408,80.217174,3
138714131,6.031126,80.216999,3
138714274,6.031081,80.217122,3
138714420,6.031296,80.21709,3
150994801,6.850263,79.872015,3
191792898,6.893812,79.855404,3
191794675,6.921154,79.846501,3
191794735,6.921106,79.846401,3
191799826,6.912016,79.852016,3
191813176,6.907526,79.852995,4
191814043,6.894217,79.8771,4
191814403,6.889088,79.876609,4
191816795,6.906006,79.859,4
191849931,6.97596,80.765525,3
191850199,6.9751,80.76639,2
191856851,6.964714,80.263796,3
198476911,6.959896,80.771839,3
198485623,6.878165,80.813672,3
198553743,6.971433,80.774463,3
198601066,7.02397,80.261265,3
198851718,6.14049,80.09974,3
206594633,6.878591,79.872732,3
206596162,7.047746,79.897047,3
206597309,7.131169,79.876188,3
206597400,6.848328,79.885464,4
208541195,6.849848,79.879192,3
208541289,6.857138,79.890753,3
208541425,6.867038,79.88465,4
240378550,6.946576,79.871615,3
240378559,6.954537,79.875014,3
240378561,6.958763,79.875863,4
245519497,6.716991,80.06153,3
245519498,6.716824,80.062962,3
245519512,6.694456,80.075782,3
245519575,6.663456,80.0716,3
245519747,6.608409,79.952938,3
247139123,6.958809,80.522017,3
247139339,6.931211,80.551429,3
247140202,6.947529,80.630008,3
247140495,6.930383,80.717922,3
247140995,6.937477,80.738372,3
247141016,6.940939,80.74424,3
247987689,6.172492,80.177829,3
248048875,6.183389,80.072123,3
248049055,6.141402,80.136957,3
248608270,6.9116,79.86715,3
248608286,6.936277,79.846983,4
250131591,5.964551,80.694546,3
250131773,5.945222,80.565417,3
250131881,5.948259,80.547861,4
250131908,5.949173,80.54374,3
250132276,6.232804,80.053655,2
250730985,6.894151,79.915688,3
250731003,6.909465,79.896874,4
250731057,6.873471,79.891386,4
250734529,6.876358,79.935372,4
250734844,6.848623,79.89769,4
252537325,6.751157,80.021431,3
252537345,6.780844,79.996265,3
252537410,6.833,79.964745,3
252537800,6.87715,79.89295,3
252537863,6.784453,79.978363,4
252538015,6.872766,79.904886,3
252541774,6.03497,80.315637,3
252542077,6.809912,79.995565,3
253022302,6.894232,79.876978,3
253022345,6.883129,79.87605,3
253022446,6.943845,79.878294,4
253022456,6.950641,79.878606,3
253022458,6.950953,79.87903,3
253022461,6.955558,79.883004,3
253026193,6.874659,79.857745,4
253026210,6.878649,79.856771,3
253718871,6.713627,80.063391,3
253718899,6.717448,80.066074,3
253721036,6.849141,79.94836,3
254029970,6.798156,80.043264,3
254033158,6.895204,79.889557,3
254365532,6.794612,79.942349,3
255040405,6.931985,79.846809,3
255179552,6.867539,79.910088,3
255179558,6.868898,79.911091,3
255179593,6.878934,79.921879,3
255361132,6.913944,79.864725,4
256663997,6.718127,80.058681,3
256664021,6.769987,80.005158,3
256664026,6.856541,79.890711,4
256823957,6.902215,79.919573,3
257673145,6.797293,79.93076,3
257673162,6.801726,79.935469,3
257926216,7.293052,80.637177,2
257926316,7.286977,80.647817,3
257927955,7.306365,80.633967,3
258025225,8.032095,80.772584,3
258025517,7.857886,80.652269,3
258029156,7.264124,80.592942,3
258029159,7.260362,80.592677,3
258029175,7.264192,80.59396,3
258030081,6.873733,79.881906,3
258049265,7.409225,80.609506,3
258049267,7.410153,80.609492,3
258049379,7.465742,80.623776,3
258049381,7.466907,80.623301,2
258049396,7.477235,80.623321,2
258049453,7.530715,80.625866,3
258049598,7.707253,80.653586,3
258051365,6.888136,79.918698,1
258053453,6.908812,79.895278,3
258057404,7.858589,80.680787,3
258523315,7.954539,80.999038,3
258523345,7.94556,80.999961,3
258523358,7.941359,81.000205,3
259648440,6.927695,79.8498,3
259648460,6.915216,79.855985,3
263155120,7.18726,80.58945,3
263155217,7.214638,80.598026,3
263179584,7.241126,80.593358,3
265731258,6.625681,80.077037,3
266478204,5.984079,80.435388,3
266907986,6.908355,79.864554,3
268931354,6.885118,79.86683,3
268931537,6.877261,79.900395,3
268931740,6.904517,79.869247,2
269202453,6.911868,79.864477,3
269202456,6.91164,79.864666,3
269351924,6.878217,79.872076,3
269351942,6.909092,79.857454,3
270333418,6.921251,79.871305,4
270333419,6.921465,79.87165,3
270333433,6.92143,79.873644,3
275517837,6.90332,79.905356,3
275517851,6.905166,79.905698,3
275520231,6.869442,79.897924,4
281864258,6.873424,79.878808,3
291672423,6.809368,79.938962,3
292783948,7.200907,79.853314,3
308865192,7.979087,79.83329,3
309033787,6.953955,80.210634,3
309033793,6.946793,80.214986,3
309913698,6.030876,80.240754,3
310845638,5.953168,80.545992,3
310860950,6.685328,80.396078,3
310863031,6.583227,80.573172,3
311128308,6.429705,79.999598,3
312920246,7.207084,79.840834,4
313236260,7.207752,79.837913,3
313236265,7.210595,79.83938,3
313236286,7.210998,79.838568,3
313236388,7.235527,79.841373,1
313403915,7.079613,79.85958,3
313407297,7.253072,79.853639,3
313410279,6.941867,79.86484,4
313411158,6.952093,79.857152,3
313411340,6.950118,79.857168,4
323506737,6.905668,79.963188,3
324701268,6.939928,79.858848,2
324918527,6.86494,79.995866,4
324965926,7.143901,80.095598,4
324965995,7.143891,80.095669,4
324966462,7.135859,80.089517,3
324969585,7.109221,80.048747,3
324982229,7.002172,79.950907,3
324985529,6.977196,79.930305,3
324988637,6.978225,79.927387,4
324988797,6.977972,79.927138,3
324994643,6.975689,79.924641,4
324997495,6.966849,79.899849,4
324997506,6.95574,79.887733,3
324997824,6.955601,79.882897,3
324998173,6.956038,79.882944,3
325000016,6.957427,79.88965,4
325003402,6.9606,79.881112,3
325008948,6.958672,79.875963,4
325008951,6.954513,79.875102,3
325009601,6.956998,79.882522,3
325011481,6.963759,79.881712,4
374112182,5.952618,80.535072,3
376763058,5.957544,80.545616,3
376774340,6.05282,80.62985,3
388268117,6.095598,80.744758,3
403816151,6.94416,79.878967,3
403816157,6.944702,79.881859,2
403816162,6.942458,79.886801,2
403816178,6.937235,79.89622,3
403816197,6.935938,79.925652,4
403816206,6.937395,79.94521,3
403841655,6.917975,80.035608,3
403841727,6.909042,80.053903,3
403841840,6.942284,79.961811,3
403841847,6.944084,79.954897,3
403874494,6.946159,79.912906,3
403874820,6.931134,79.883108,3
403875011,6.92141,79.877727,3
403875117,6.909304,79.898421,3
403875118,6.908245,79.898965,4
403875119,6.908644,79.898767,3
403881177,7.205506,79.851177,4
403881228,7.221916,79.863565,3
403881262,7.235844,79.878896,3
403881289,7.248063,79.899349,3
403881294,7.250807,79.905405,3
403881317,7.260851,79.939365,3
403899731,7.02177,79.899553,3
403899740,6.990665,79.893185,4
403899785,6.98125,79.888054,4
403899801,6.982958,79.875263,3
403899823,7.027495,79.865662,3
403899879,7.06916,79.8532,3
403899881,7.070793,79.85553,3
403899889,7.076384,79.858283,3
403899928,7.093991,79.847143,3
403899962,7.047112,79.861976,3
445260233,7.059953,80.25984,3
445260245,7.073259,80.269521,3
445265132,6.604548,80.091996,3
445265578,6.591696,80.085173,3
445270465,6.590705,80.085874,3
445969634,7.252045,80.435213,3
445970143,7.250499,80.362919,3
560221118,6.542092,80.157664,3
560221199,6.524767,80.213602,3
560221964,6.559587,79.977533,3
560221970,6.568706,79.98922,4
562824120,7.858377,80.639391,3
562824290,7.750256,80.56305,3
562824877,7.481975,80.360607,3
566553126,7.944299,80.629244,3
566568781,8.324026,80.413897,3
566569273,7.980098,80.530737,3
566569620,8.005957,80.510241,3
566569836,8.144123,80.411788,3
566569965,8.333969,80.413877,3
566569982,8.321221,80.382335,3
566574620,8.341625,80.411734,3
567004219,8.351852,80.394574,3
567004309,8.343788,80.4031,3
567004310,8.344495,80.398758,1
567004349,8.334492,80.39764,3
567004533,8.334655,80.396663,3
567004605,8.370433,80.400778,3
567004697,8.355514,80.398963,3
567004704,8.347627,80.402123,4
567004763,8.355373,80.404365,3
567011644,8.21619,80.52284,2
567011739,8.130774,80.56153,3
567011837,8.092188,80.629386,3
568948707,7.732379,80.791089,3
568948837,7.707673,80.771541,3
570765602,7.322519,80.622878,3
570765771,7.327799,80.577971,3
570766414,7.329081,80.408946,3
570766423,7.323298,80.396858,3
570766494,7.25252,80.377078,3
598167934,6.828932,80.894546,4
598168119,6.799137,80.914826,3
598168274,6.768248,80.958492,3
598168296,6.7689,80.959997,3
598182953,6.782936,81.003499,1
598715826,6.845349,79.970906,3
598716088,6.8906,79.96458,3
598720858,6.840407,79.878619,3
599137149,6.916612,79.850842,3
599141434,6.943943,79.86414,4
599347546,6.809813,79.882947,4
599822933,6.866472,79.959473,1
600669265,6.561404,79.981133,3
602730587,8.327044,80.410639,3
602759879,8.336848,80.406344,3
602759883,8.343791,80.409518,3
602759902,8.355695,80.3969,3
602759923,8.039828,80.598326,3
603240427,6.763807,80.913127,3
603240642,6.731658,81.099805,4
603240958,5.921301,80.589708,3
603247200,5.973746,80.429341,3
610929939,6.153563,80.768346,3
610944381,6.118727,81.08248,3
610944426,6.28056,80.971911,3
610944464,6.300037,81.003157,3
610944465,6.301949,81.003249,4
610944481,6.174426,81.061023,3
610950712,6.146986,81.127145,3
610951677,6.16363,81.162676,3
610955045,6.389525,80.962818,1
610955140,6.431133,81.022503,3
610955288,6.434991,81.130872,3
610968720,6.259381,81.310215,3
610968963,6.285315,81.278092,3
610970078,6.255407,81.227095,3
615737752,7.999733,80.27134,3
615737957,8.341059,80.380274,3
617190011,6.896612,79.959411,3
617219703,6.880279,79.947423,2
617219704,6.880286,79.947839,2
617228235,6.909658,79.971155,3
617248607,7.085067,79.893182,3
617799602,7.328438,80.023878,5
617806911,7.486646,80.366661,3
617806916,7.486847,80.36613,3
617806943,7.488805,80.362096,4
617810744,7.281259,80.055351,3
617810971,7.330012,80.122654,3
617812791,7.230694,79.908774,3
617816305,7.298005,79.882388,3
617823296,7.168521,80.12413,4
617823362,7.247451,80.127532,3
617823366,7.247458,80.129454,3
617823428,7.3135,80.109594,3
617967898,7.229818,80.201567,3
617967952,7.241352,80.211272,3
617968149,7.250859,80.332131,3
617970086,7.125519,80.110804,3
618027759,6.912061,79.850941,3
618033109,6.908075,79.86482,4
618043670,7.289448,80.632763,3
618073247,7.291679,80.633569,3
618073249,7.290592,80.634342,3
618073265,7.291012,80.634382,3
618096975,6.898955,79.860342,3
618273393,6.879391,79.859822,4
618309296,6.890904,79.858523,4
618514963,6.910428,79.887889,3
618514969,6.908558,79.895302,4
618528183,6.909148,79.896233,5
618532479,6.931304,79.878027,3
618533937,6.926967,79.865773,3
618534074,6.931114,79.875631,3
618542173,6.915193,79.874884,2
618604210,8.030379,79.828958,3
618605187,8.026274,79.847476,3
618605190,8.030444,79.853876,3
618609526,7.49781,80.438148,3
618700103,6.936216,79.84487,2
618747712,6.922623,79.848455,3
618771179,6.883874,79.901923,3
618771188,6.884244,79.901955,3
618771321,6.876314,79.900711,4
619023601,6.877738,79.876443,3
619152165,6.903888,79.906778,4
619152185,6.905983,79.904514,3
619188579,6.907747,79.864318,4
619195378,6.881868,79.869837,3
619195381,6.881769,79.869884,3
619195388,6.881768,79.869607,3
619224223,6.940053,79.878341,3
619224226,6.940168,79.878216,4
619224265,6.932386,79.871994,3
619227137,6.93451,79.865816,3
619227153,6.933926,79.865974,3
619244343,6.937247,79.849128,3
619732375,6.91737,79.863935,3
619732378,6.917358,79.863966,3
619732382,6.917216,79.863967,3
619732389,6.917279,79.863832,3
619732393,6.917438,79.864748,3
619732407,6.917714,79.864973,3
619732410,6.917373,79.864913,3
619732438,6.917195,79.864904,3
619732442,6.917165,79.864703,3
619732443,6.917182,79.864682,3
619742402,6.933329,79.989959,3
619742609,6.874678,79.993299,3
619742785,6.887332,79.994072,3
619742791,6.888113,79.994935,3
619880027,6.865652,80.013501,3
619883043,6.851684,80.032727,4
619905141,7.066645,80.012222,3
619906809,7.03079,80.028842,3
619918508,6.849,79.92448,3
619956323,6.857754,79.908513,3
620382516,6.903211,79.858611,3
620384473,6.915994,79.84823,4
620401826,6.863179,79.86725,3
620529017,7.091863,79.888446,4
621126052,6.969434,79.954353,3
621139685,6.977932,79.927654,3
621150239,6.967339,79.961185,3
621175136,6.957377,79.889726,3
621188379,6.907741,79.930392,3
621190877,6.937496,79.946122,3
621816438,6.892759,79.877072,3
621816440,6.892361,79.877059,4
621816450,6.892355,79.876943,4
621816478,6.892733,79.87695,3
621817310,6.894611,79.871462,3
621822224,6.892702,79.86982,4
621909031,6.839802,79.884742,3
621950451,6.861589,79.866144,3
622288497,6.876756,79.928136,4
622293249,6.852222,79.882265,3
634172980,9.129259,80.446796,3
635079773,6.901544,79.852912,3
635111100,6.899256,79.860774,3
635117662,6.911239,79.87744,4
635164739,6.862867,79.865846,3
635164747,6.862331,79.863774,3
635164786,6.877316,79.881555,3
635164942,6.872294,79.89027,3
635164975,6.846425,79.94838,4
635165818,6.892494,79.921251,3
635166169,6.908445,79.893093,3
635166180,6.90962,79.89707,3
635795993,6.906915,79.851103,3
635855735,6.869787,79.888192,4
635855755,6.869922,79.888322,4
635857018,6.869667,79.888532,3
635857020,6.870101,79.887853,3
635857021,6.869824,79.888584,3
635895564,6.953134,79.918978,3
635909834,6.927037,79.861434,3
635914018,6.930389,79.877991,4
636988660,7.090338,79.993915,3
637009373,7.093252,79.993765,3
637009411,7.091884,79.993957,3
637603462,6.89687,79.877011,4
637624617,6.909736,79.86356,4
637763018,7.101328,79.910678,3
637833597,7.036937,79.936805,1
637834306,7.028912,79.921805,3
637858647,6.975097,79.949457,3
637859907,6.986465,79.973905,3
638916931,7.156555,80.055225,3
638921965,7.163373,79.981214,3
638923097,7.169006,79.948482,3
638924150,7.169022,79.948123,3
638924157,7.169103,79.948135,3
638925117,7.169072,79.947698,3
638925131,7.170123,79.945433,3
638927828,7.16912,79.948019,3
638927829,7.169333,79.948236,3
638927834,7.168786,79.947929,3
638927836,7.169059,79.948001,3
638929070,7.163845,79.946182,3
638935032,7.126291,79.981095,3
638935065,7.139064,79.976366,4
638936200,7.125887,79.980979,3
638936201,7.125974,79.981194,4
638936206,7.125863,79.981321,4
638936208,7.125603,79.981389,3
638936212,7.1259,79.981645,3
638936216,7.126,79.981284,4
638936220,7.125846,79.981218,4
638937223,7.100132,79.991122,3
638943128,7.158411,80.031546,4
638945897,7.224855,80.024772,3
638969225,7.101397,79.910225,3
638969238,7.101272,79.910364,3
638973604,7.123232,79.923577,3
638973609,7.123496,79.924529,3
638976353,7.12169,79.920947,3
638976365,7.121522,79.921469,3
638976368,7.121378,79.921346,3
639127236,6.962713,80.009029,3
639127239,6.963606,80.009315,3
639127240,6.943374,79.99077,3
639127532,6.96987,80.001501,3
639127718,6.962404,80.009706,3
639128147,7.209555,79.918146,4
639129515,7.230737,79.909793,3
639142096,7.204598,79.880762,4
639200159,7.209203,79.839906,4
639204465,7.211445,79.841284,3
639245116,7.208846,79.966728,3
639247310,7.231582,79.971329,3
639266144,7.291262,79.852548,3
639268374,7.294674,79.880063,3
639288676,7.153481,80.060188,3
639297344,7.08436,80.078864,3
639298307,7.070474,80.093362,3
639689279,6.877978,79.890652,3
642867474,6.844962,79.930285,3
645126091,6.978232,79.927277,3
646762530,6.917403,79.864684,3
650721754,6.913053,79.884471,3
651260245,6.865236,79.896292,3
651263576,6.918065,79.849688,3
651637344,7.084894,79.893417,3
651637359,7.084746,79.893093,3
651746985,6.72705,79.900678,3
651747031,6.771567,79.885428,3
652378597,6.714115,79.907514,3
652378719,6.715618,79.904268,2
652384088,6.787907,79.88545,3
652384089,6.788103,79.885169,4
652394817,6.79912,79.876717,1
652533088,6.911002,79.8816,4
652615607,6.050555,80.228254,3
653109529,6.91229,79.851602,4
653145822,6.964424,79.869186,3
653148590,6.939905,79.878215,3
653148591,6.939949,79.878341,3
653148592,6.933872,79.878218,3
653148593,6.93384,79.878107,3
654148520,6.932215,79.851918,3
654148521,6.932297,79.851934,3
654159864,6.944476,79.855408,3
654159865,6.944319,79.855127,3
654187034,6.963103,79.870753,4
658424634,7.033618,80.027148,3
658424660,7.034867,79.990667,4
660916674,6.872519,79.92891,3
661806557,6.84948,79.865956,3
662326567,6.908849,79.87721,3
662326576,6.908699,79.877461,3
662337895,6.909061,79.877318,3
662848124,6.909376,79.896134,4
662901136,6.914707,79.877536,5
662901137,6.914654,79.877636,4
663253013,6.928351,79.864231,3
663253092,6.928324,79.863709,3
663702778,6.903944,79.906832,3
664420249,6.917201,79.863928,3
664420352,6.916996,79.863837,3
664501764,6.950379,79.877676,3
665006631,6.803942,79.940621,3
665006657,6.803896,79.940476,3
665214512,6.911433,79.849602,3
665214513,6.91178,79.850089,4
665240022,6.927458,79.849649,4
665241266,6.93259,79.845966,4
665246977,6.9372,79.849409,3
665685894,6.726415,79.905424,3
665685929,6.779757,79.883117,5
665686664,6.944901,79.878404,3
666881493,6.915967,79.848146,3
666903979,6.895429,79.854876,3
667350244,6.847585,79.948768,1
667426156,7.12612,80.070626,3
667506531,7.057741,80.097076,3
667524408,7.069306,79.961383,3
667529248,7.091707,79.968874,3
667536068,7.124479,79.974821,3
667536145,7.092109,79.970919,3
667537356,7.124566,79.975183,3
667547394,7.195059,79.98459,3
668963648,6.930085,79.864996,3
669217870,6.931591,79.842313,3
669218019,6.920939,79.846478,3
670802545,6.923544,79.84806,3
670802546,6.923657,79.847283,3
672596769,6.878546,79.876501,3
672817127,6.887012,79.887167,3
674684720,6.91075,79.881052,3
674684731,6.910633,79.8818,1
674898973,7.153073,80.063667,3
678334663,6.897381,79.859768,3
678334679,6.897152,79.859956,3
678334696,6.897076,79.85977,4
678334722,6.897461,79.860061,4
678334730,6.897593,79.859867,3
678334735,6.897663,79.859903,3
678335056,6.897015,79.859377,3
678335411,6.896744,79.859923,3
679746549,6.915996,79.862406,3
679746553,6.91594,79.862406,3
679746558,6.915852,79.862334,3
679746560,6.915852,79.862227,3
679749960,6.916095,79.862284,3
679751864,6.913547,79.857584,3
679751868,6.913233,79.857952,3
681584663,6.967078,79.871738,3
682687439,6.937629,79.849471,3
683787618,6.91092,79.889976,4
685393534,8.345933,80.40717,3
694987695,6.795094,79.903987,3
733573148,6.975626,79.924702,3
733606450,6.943056,79.923216,4
773016545,8.351505,80.408378,3
843506679,7.092538,79.995462,3
843513352,7.091148,79.996304,3
843513354,7.091076,79.998107,3
844679704,6.97675,79.925754,3
847419106,9.739689,79.889823,3
847419308,9.744286,79.920569,3
847420598,9.728532,79.948613,4
847421031,9.707388,79.965636,3
847436961,9.777073,80.129606,3
847437156,9.790557,80.14443,3
847437694,9.745302,80.106572,3
847439889,9.673937,80.034849,3
847467192,9.67419,80.026167,3
847467198,9.676093,80.021196,4
847467215,9.681664,80.012971,3
847467265,9.682517,80.024747,3
847468295,9.687167,80.013726,3
847468303,9.67001,80.01012,4
847468342,9.698195,80.014752,3
847468378,9.730439,80.023747,4
847468394,9.745055,80.02791,4
847469569,9.748276,80.108298,3
847469685,9.745487,80.055777,4
847483734,9.800029,80.200736,4
847835914,9.652651,79.915918,4
847835979,9.701492,79.862815,1
847836026,9.637992,79.902008,3
847836620,9.597527,79.792552,1
847851002,9.65963,80.160805,3
847851217,9.671215,80.096949,3
847851287,9.662308,80.081961,3
847851582,9.788419,80.214849,4
847851714,9.774397,80.206089,4
847863823,9.770423,80.23405,3
847864408,9.79106,80.15829,3
847869821,9.659073,80.163404,3
848553191,9.77776,80.233646,3
848553626,9.806568,80.202948,3
848554190,9.806271,80.226198,3
848554341,9.803125,80.241322,3
848593926,9.81672,80.135066,3
848594025,9.79661,80.147101,4
848594067,9.805875,80.165355,3
848610217,9.823412,80.169583,3
848610218,9.823688,80.16963,3
849189814,9.681832,80.22115,4
849238277,9.717457,80.044363,4
849238535,9.662778,80.062322,3
849241768,9.663806,80.006056,3
849241783,9.659909,80.009394,3
849241788,9.660602,80.011652,3
853137780,9.753738,79.961601,4
853138091,9.735562,79.952652,3
853155767,9.747324,79.972177,3
853155878,9.741832,79.98627,4
853156231,9.716347,79.997196,3
853156367,9.704252,79.997768,3
853156385,9.702772,79.997854,3
853156641,9.684243,80.007935,3
853165390,9.685891,79.999522,3
853165643,9.68193,80.013027,3
853986268,9.696019,79.942033,3
854023955,9.753313,79.984382,3
854024183,9.757738,79.997693,3
854070627,9.773079,79.971674,3
854070754,9.753744,79.983391,3
854093516,9.705353,80.018019,3
854150056,9.689452,80.163024,4
854186987,9.808518,80.227262,3
854186991,9.813967,80.231345,3
854187070,9.831977,80.201535,3
871932407,9.583669,79.822054,3
891638822,6.94193,80.74391,1
891638940,7.161906,80.573909,3
896199017,7.940022,80.727422,3
901009262,8.587338,81.215257,3
901010009,8.350946,80.984571,3
904233200,8.57745,81.234846,3
904233212,7.481649,80.361222,3
904233218,8.567524,81.231744,3
904233235,8.571016,81.236879,3
904233239,7.885523,80.652077,3
904233272,7.478331,80.374011,3
904233452,8.577404,81.234665,3
904233493,8.581219,81.18943,3
904233506,8.583914,81.228828,3
904233553,8.570045,81.237872,3
904233558,8.577587,81.234723,3
904233581,7.493942,80.375225,4
910154883,6.8464,79.948503,4
912268077,6.665621,80.431593,3
912272593,6.587563,80.5023,3
912273614,6.588429,80.41605,3
912275456,6.227029,81.334127,3
917948850,6.363865,81.517745,1
917949547,6.288454,81.386475,1
937249756,7.281662,80.666144,3
937250000,7.28157,80.670853,3
970058024,5.945333,80.548819,3
970090967,6.981376,79.968271,3
971827647,6.90366,79.955225,3
974346527,6.9066,81.558921,3
974346758,6.98378,81.379326,3
1028522566,8.305399,80.448846,3
1028522572,8.309835,80.42309,3
1028522713,8.369497,80.388043,3
1028522781,8.307717,80.47305,3
1028522856,8.368852,80.387841,3
1030050388,7.258323,80.555861,3
1039403582,6.903355,79.910283,3
1039407820,6.902616,79.91112,4
1039412973,6.903319,79.910703,4
1039421894,6.903384,79.910634,4
1093697782,6.220482,80.286155,3
1093698207,6.172186,80.285543,3
1093698342,6.077962,80.248645,3
1093699503,6.134737,80.254426,4
1093751150,6.154088,80.184512,3
1093751318,6.165816,80.205244,3
1093762481,6.077649,80.275635,3
1093762656,6.102343,80.31839,3
1093762966,6.201761,80.335226,3
1093763092,6.107077,80.334453,3
1093763628,6.107396,80.334993,3
1093799320,6.207382,80.337035,3
1093799558,6.340257,80.336621,3
1094458277,6.418923,80.002517,3
1124475544,5.99278,80.49559,1
1124475656,5.976299,80.518025,3
1131882974,6.944051,79.878615,4
1131882981,6.944488,79.87849,3
1135382406,6.334979,81.001721,3
1135382428,6.359642,81.03432,3
1135398600,6.732854,81.106916,3
1138324553,6.585421,79.960575,3
1138325237,6.609891,79.951682,3
1138325594,6.578664,79.962626,3
1138480058,6.261162,80.059544,3
1138480331,6.429825,79.999635,3
1138481094,6.241653,80.051082,2
1138543695,6.0353,80.220518,3
1139090033,6.05306,80.208048,3
1139248145,5.993739,80.307603,3
1140307739,6.271833,80.138763,2
1140307744,6.27372,80.13699,3
1141723502,9.581982,80.365816,3
1146218637,8.344079,80.40957,3
1146218640,8.33512,80.410581,3
1146218667,8.343955,80.410542,3
1146591926,9.130006,80.446421,3
1146766252,6.480933,80.127062,3
1147026886,7.65624,81.740901,3
1147030351,7.672213,81.733975,3
1147075948,6.93709,80.990966,3
1147858863,7.208348,79.834808,3
1148494612,9.662078,80.081126,3
1148494987,9.824863,80.236585,2
1148495171,9.669448,80.018985,3
1148495382,9.79111,80.156932,3
1148495443,9.677732,80.19639,3
1148495608,9.824426,80.236476,3
1148495722,9.827795,80.235564,3
1148495870,9.808729,80.085793,3
1148495922,9.812336,80.128792,3
1148495933,9.815389,80.044614,3
1149576611,6.855548,80.187055,1
1149576728,6.862604,80.167876,3
1150403364,6.911323,80.09367,3
1150403426,6.90888,80.08259,4
1156533833,7.32764,80.672716,3
1156533842,7.328477,80.673569,3
1156534074,7.324624,80.648507,3
