source,target,distance_m,hops
603240642,11715824040,118642.92227715276,27
603240642,1809805397,32266.55273460605,8
603240642,1728838958,298799.55754600477,113
603240642,7085505934,298778.98646171857,112
603240642,1732642149,316463.6569263311,104
603240642,1886079221,261546.61086889956,95
603240642,1735981103,378709.57779080106,122
603240642,7042347632,378701.9128333637,121
603240642,1740742111,281660.08738715877,80
603240642,1750869639,102406.53774652736,28
603240642,1783974992,94559.68294029143,19
603240642,10016226413,94550.94126967002,18
603240642,1945675344,32287.937331414327,9
603240642,1797964180,158275.08587394754,53
603240642,4959610635,120596.08208293314,22
603240642,1985676681,95254.71664874139,19
603240642,13749558430,261523.57857714742,94
603240642,4212767857,160762.328268911,24
603240642,3527283166,42366.24051704133,6
603240642,1981147403,194996.64799803327,65
603240642,2011981296,43707.31380511489,7
603240642,5372968715,201770.3016999159,101
603240642,3794035028,177249.57722850313,64
603240642,3849049820,212583.6585955187,101
603240642,2339297860,184615.94612530703,52
603240642,2339297862,184616.0392697029,52
603240642,6289622879,193668.00364298758,63
603240642,3088508709,160287.07235401764,65
603240642,3088508720,160290.2986131476,65
603240642,3136385191,201826.86316664622,108
603240642,3237363036,298532.75203721353,109
603240642,3237363045,298537.9968762245,111
603240642,4137095171,298518.5036236021,110
603240642,3474422106,431154.45506012393,132
603240642,4136824662,431156.0730104948,131
603240642,4137349478,259684.204917674,116
603240642,6537569535,276665.45490230835,53
603240642,4963408994,194449.62473759495,66
603240642,9513937138,191932.04468824467,72
603240642,4944055508,191942.2766070943,73
603240642,4944055634,191941.31144105337,73
603240642,4963408992,194448.46445941576,66
603240642,6524681176,199681.71153577534,110
603240642,9628046175,199647.66031672974,109
603240642,7042347623,378685.5525480362,120
603240642,8014319682,223922.89659935024,80
603240642,8032417737,252159.49919379302,92
603240642,8032417743,252171.82782087088,93
603240642,8032417746,252173.98566658172,93
603240642,8032417740,252160.71151856665,92
603240642,9568699375,191932.84942719943,72
603240642,11715824035,118646.31455248469,28
49364356,258029156,120821.14733483474,46
49364356,44265234,30340.63885296872,5
49364356,603240642,30276.182342315973,4
49364356,59947552,205137.9142110362,59
49364356,3390634865,53364.453979747355,20
49364356,98554769,172412.45577084448,48
49364356,5693657962,127128.64446767647,67
49364356,310860950,106744.26595737715,47
49364356,8014319683,193646.64452310328,76
49364356,603240427,24912.40764141176,14
49364356,617967952,165368.97582534066,72
49364356,7087535778,165349.07889764296,71
49364356,617968149,148235.63814396612,66
49364356,634172980,313696.1005084773,112
49364356,665214512,189969.70617652248,128
49364356,665214513,189897.53912807847,127
49364356,4136824664,400866.00743656023,127
49364356,7599684152,164712.30593629662,60
49364356,6537569534,258811.30953464287,63
49364356,4136824665,400894.346488071,128
49364356,3174892783,158904.81798266657,75
49364356,1239489717,158912.05238144557,75
49364356,1242694031,261183.224752821,66
49364356,4139418521,261148.48502422925,65
49364356,2155580115,202157.09692880366,112
49364356,6524681177,189153.97639480216,120
49364356,5217538839,340992.8191175804,115
49364356,7042347620,348452.98539691383,119
49364356,13743364556,162529.6704818053,28
49364356,1684534515,148736.85140754783,30
49364356,11715824040,148741.58310185466,30
49364356,1809805397,62365.213559307995,11
49364356,1728838958,268523.37520368886,109
49364356,7085505934,268502.80411940266,108
